,name,typ_0,typ_1,x,y
1519,"Ambulancia zubného lekárstva 2, Košice-Staré Mesto, (Orto Sport Centrum s.r.o.)",ambulancia zubného lekárstva,ambulancia zubného lekárstva,21.2594625,48.7281198
1520,"Ambulancia zubného lekárstva, MUDr. Sabína Pavličková, Košice-Staré Mesto, (Periodental s r.o.)",ambulancia zubného lekárstva,ambulancia zubného lekárstva,21.2527672,48.7224189
1521,"Ambulancia zubného lekárstva, Košice-Dargov.hrdinov, (MDDr. Katarína Vernarecová)",ambulancia zubného lekárstva,ambulancia zubného lekárstva,21.2824586,48.7395041
1522,"Ambulancia zubného lekárstva, Košice-Staré Mesto, (Nemocnica pre obvinených a odsúdených a Ústav na výkon trestu odňatia slobody Trenčín)",ambulancia zubného lekárstva,ambulancia zubného lekárstva,21.2480985,48.7175635
1523,"Ambulancia zubného lekárstva, Košice-Šaca, (Nemocnica pre obvinených a odsúdených a Ústav na výkon trestu odňatia slobody Trenčín)",ambulancia zubného lekárstva,ambulancia zubného lekárstva,21.1674298,48.6328806
1524,"Ambulancia zubného lekárstva, MUDr. Rastislav Dráč, Košice-Staré Mesto, (Tomka Dent Košice s.r.o.)",ambulancia zubného lekárstva,ambulancia zubného lekárstva,21.2579442,48.7236482
1525,"Ambulancia zubného lekárstva, MUDr. Daniela Kohoutková, Košice-Nad jazerom, (DanDent s.r.o.)",ambulancia zubného lekárstva,ambulancia zubného lekárstva,21.2844925,48.6895806
1526,"Ambulancia zubného lekárstva, MUDr. Branislav Hoffmann, Košice-Západ, (HoffmannDent, s.r.o.)",ambulancia zubného lekárstva,ambulancia zubného lekárstva,21.2307075,48.7189531
1527,"Ambulancia zubného lekárstva, MUDr. Ľubomír Šmalík, MPH, Košice-Juh, (DENTAL CENTER KOŠICE s. r. o.)",ambulancia zubného lekárstva,ambulancia zubného lekárstva,21.2578599,48.7089608
1528,"Ambulancia zubného lekárstva, MUDr. Martin Rísik, Košice-Sever, (LEFDENT s.r.o.)",ambulancia zubného lekárstva,ambulancia zubného lekárstva,21.2506809,48.7313113
1529,"Ambulancia zubného lekárstva, Košice-Staré Mesto, (Dentcentrum s.r.o.)",ambulancia zubného lekárstva,ambulancia zubného lekárstva,21.2480789,48.7185309
1530,"Ambulancia zubného lekárstva, Košice-Západ, (Stomatológ s.r.o.)",ambulancia zubného lekárstva,ambulancia zubného lekárstva,21.2409572,48.7107163
1531,"Ambulancia zubného lekárstva, MDDr. Nikola Dubecká, Košice-Staré Mesto, (Family Dental Care - Košice s.r.o.)",ambulancia zubného lekárstva,ambulancia zubného lekárstva,21.2596593,48.7182118
1532,"Ambulancia zubného lekárstva, MUDr. Ľubomír Šmalík, MPH, Košice-Staré Mesto, (DENTAL CENTER KOŠICE s. r. o.)",ambulancia zubného lekárstva,ambulancia zubného lekárstva,21.2460419,48.7181878
1533,"Ambulancia zubného lekárstva, MDDr. Jana Takáčová, Košice-Západ, (Váš zubár s.r.o.)",ambulancia zubného lekárstva,ambulancia zubného lekárstva,21.2391856,48.7128746
1534,"VLADE s.r.o., Košice-Staré Mesto, (VLADE s. r. o.)",ambulancia zubného lekárstva,ambulancia zubného lekárstva,21.2628548,48.7212297
1535,"Mesárošová Dent s.r.o., Košice-Staré Mesto, (Mesárošová Dent s.r.o.)",ambulancia zubného lekárstva,ambulancia zubného lekárstva,21.2580962,48.7238696
1536,"Ambulancia zubného lekárstva, Košice-Staré Mesto, (DC Medical s.r.o.)",ambulancia zubného lekárstva,ambulancia zubného lekárstva,21.2547519,48.718299
1537,"Ambulancia zubného lekárstva, Košice-Sídlisko KVP, (Oledent s.r.o.)",ambulancia zubného lekárstva,ambulancia zubného lekárstva,21.2160937,48.7147646
