ObjectId,pasport,sl_,elektricka,trolejbus,autobus,mestska_cast,zastavka_nazov,zastavka_smer,x,y
258,126,1,False,True,True,Košice - Dargovských hrdinov,Zupkova,smer Poliklinika Východ,21.2852802276611,48.7336883544921
259,126,2,False,True,True,Košice - Dargovských hrdinov,Zupkova,smer Postupimská,21.2849693298339,48.7336196899414
260,127,1,True,False,False,Košice - Nad jazerom,Važecká,smer Rovníková,21.2994003295898,48.675968170166
261,127,2,True,False,False,Košice - Nad jazerom,Važecká,konečná,21.298599243164,48.6765403747558
262,127,3,False,False,True,Košice - Nad jazerom,Važecká,smer Rovníková,21.2987594604492,48.6762809753417
263,127,4,False,False,True,Košice - Nad jazerom,Važecká,smer Golianova,21.2991905212402,48.6757316589355
264,127,5,False,False,True,Košice - Nad jazerom,Važecká,konečná,21.2987594604492,48.6762809753417
265,127,6,False,False,True,Košice - Nad jazerom,Važecká,smer Golianova (l.13)vnút.komun.,21.2991008758544,48.6763687133789
266,128,1,False,True,True,Košice - Sever,Tomášikova,smer Mier,21.2539005279541,48.7358703613281
267,128,2,False,True,True,Košice - Sever,Tomášikova,smer Národné námestie,21.2538204193115,48.7354393005371
268,129,1,False,False,True,Košice - Sever,Mier,smer Vodárenská,21.251070022583,48.7394294738769
269,129,2,False,False,True,Košice - Sever,Mier,smer od Vodárenskej,21.2509994506835,48.7391700744628
270,129,3,False,True,True,Košice - Sever,Mier,smer Pri hati,21.2541007995605,48.7395210266113
271,129,4,False,True,True,Košice - Sever,Mier,smer od Hati,21.2533893585205,48.7393684387207
272,130,1,True,False,False,Košice - Západ,Bernolákova,smer Magistrát mesta Košice,21.2366695404052,48.710350036621
273,130,2,True,False,False,Košice - Západ,Bernolákova,smer Spoloč. pavilón,21.2371406555175,48.7094192504882
274,130,3,False,False,True,Košice - Západ,Bernolákova,smer Magistrát mesta Košice,21.2367706298828,48.7106208801269
275,240,1,False,False,True,Košice - Kavečany,Budanova,"smer Kavečany, cintorín",21.2148208618164,48.7718696594238
276,130,4,False,False,True,Košice - Západ,Bernolákova,smer Spoloč. pavilón,21.2369709014892,48.7094001770019
277,134,1,False,False,True,Košice - Pereš,Pereš,smer Haburská,21.2026901245117,48.694580078125
278,134,2,False,False,True,Košice - Pereš,Pereš,konečná,21.2026901245117,48.694580078125
279,135,1,False,False,True,Košice - Lorinčík,Lorinčík,"smer Lorinčík , MiÚ",21.1926193237304,48.6899299621582
280,135,2,False,False,True,Košice - Lorinčík,Lorinčík,konečná,21.1929397583007,48.6898193359375
281,136,1,False,False,True,Košice - Poľov,Poľov,smer Kovaľská,21.1887855529785,48.6676788330078
282,136,2,False,False,True,Košice - Poľov,Poľov,konečná,21.1889400482177,48.6673507690429
283,137,1,False,False,True,Košice - Vyšné Opátske,Ovsená,smer Bosákova,21.2774105072021,48.7197189331054
284,138,1,False,False,True,Košice - Staré Mesto,Palackého,smer Nám. osloboditeľov,21.2683792114257,48.7186203002929
285,138,2,False,True,True,Košice - Juh,Palackého,smer Bosákova,21.2689800262451,48.7185516357421
286,139,1,False,False,True,Košice - Juh,Pasteurova,smer Stará nemocnica,21.2567996978759,48.7095489501953
287,140,1,False,False,True,Košice - Šaca,Prekladisko hotových výrobkov,smer CPR,21.20166015625,48.604148864746
288,140,2,False,False,True,Košice - Šaca,Prekladisko hotových výrobkov,konečná,21.2015705108642,48.6041603088378
289,141,1,False,False,True,Košice - Sever,Slovenská č. 20,smer Pri hati,21.2600803375244,48.7372512817382
290,141,2,False,False,True,Košice - Sever,Slovenská č. 20,smer Svornosti,21.2601299285888,48.7369384765625
291,142,1,False,False,True,Košice - Džungľa,Plťová,"smer Tesco, Džungľa",21.2665691375732,48.7389907836914
292,142,2,False,False,True,Košice - Džungľa,Plťová,smer Člnková,21.2659606933593,48.7383193969726
293,143,1,False,False,True,Košice - Šaca,Plynáreň Haniska,smer Podjazdy Haniska,21.2304191589355,48.6192588806152
294,143,2,False,False,True,Košice - Šaca,Plynáreň Haniska,smer Stav. 2 USS,21.2288799285888,48.6185188293457
295,144,1,True,False,True,Košice - Západ,Idanská,smer Zimný štadión,21.246410369873,48.7092399597167
296,144,2,True,False,True,Košice - Západ,Idanská,smer SOŠ automobilová,21.2462501525878,48.7090911865234
297,145,1,False,False,True,Košice - Staré Mesto,Pod Furčou,smer Vo výmoli,21.2737503051757,48.7359085083007
298,145,2,False,True,True,Košice - Dargovských hrdinov,Pod Furčou,smer Sofijská,21.2740898132324,48.7358589172363
299,146,1,False,False,True,Košice - Šaca,Podjazdy Haniska,smer Vrátnica 4 USS,21.2261295318603,48.6231002807617
300,146,2,False,False,True,Košice - Šaca,Podjazdy Haniska,smer Plynáreň Haniska,21.2259998321533,48.6230506896972
301,147,1,False,False,True,Košice - Barca,Podnikateľská,smer Hečkova,21.2707595825195,48.6719703674316
302,147,2,False,False,True,Košice - Barca,Podnikateľská,smer od Hečkovej,21.2707405090332,48.6711616516113
303,148,1,True,False,False,Košice - Pereš,Perešská,smer OC Optima,21.2182903289794,48.6840591430664
304,148,2,True,False,False,Košice - Pereš,Perešská,"smer Poľov, rázcestie",21.2179298400878,48.6837615966796
305,148,3,False,False,True,Košice - Pereš,Perešská,smer Moldavská OC,21.2184906005859,48.6844444274902
306,148,4,False,False,True,Košice - Pereš,Perešská,smer Revúcka,21.2178001403808,48.6849517822265
307,148,5,False,False,True,Košice - Pereš,Perešská,"smer Poľov, rázcestie",21.2178192138671,48.6842308044433
308,149,1,False,False,True,Košice - Sever,Polianska,smer Ďumbierska,21.2462005615234,48.7484283447265
309,149,2,False,False,True,Košice - Sever,Polianska,smer Vodárenská,21.2454395294189,48.7480697631835
310,150,1,False,False,True,Košice - Dargovských hrdinov,Poliklinika Východ,smer Exnárova,21.2831192016601,48.738971710205
311,150,2,False,False,True,Košice - Dargovských hrdinov,Poliklinika Východ,smer od Exnárovej,21.2826690673828,48.7389106750488
312,150,3,False,True,True,Košice - Dargovských hrdinov,Poliklinika Východ,smer od Zupkovej k Fábryho,21.2823905944824,48.7382087707519
313,150,4,False,True,True,Košice - Dargovských hrdinov,Poliklinika Východ,smer od Fábryho k Zupkovej,21.2818202972412,48.7384490966796
314,151,1,True,False,False,Košice - Západ,Nová nemocnica,smer Amfiteáter,21.23530960083,48.7224807739257
315,151,2,True,False,False,Košice - Západ,Nová nemocnica,smer Kino Družba,21.2346496582031,48.7214698791503
316,151,3,False,False,True,Košice - Západ,Nová nemocnica,smer Amfiteáter,21.2355709075927,48.7225914001464
317,151,4,False,False,True,Košice - Západ,Nová nemocnica,smer Sokolovská,21.2338905334472,48.7223014831542
318,151,5,False,False,True,Košice - Západ,Nová nemocnica,smer Považská,21.2360591888427,48.7216796875
319,151,6,False,False,True,Košice - Západ,Nová nemocnica,smer Kino Družba (výluková),21.2345008850097,48.7215499877929
320,152,1,False,True,True,Košice - Sídlisko KVP,Poliklinika KVP,"smer  MiÚ, KVP",21.2153491973876,48.7136917114257
321,152,2,False,True,True,Košice - Sídlisko KVP,Poliklinika KVP,"smer od MiÚ, KVP",21.2157306671142,48.7132911682128
322,153,1,True,False,True,Košice - Staré Mesto,Poliklinika Sever,smer Nám. Mar. mieru,21.2509708404541,48.7305488586425
323,153,2,True,False,True,Košice - Sever,Poliklinika Sever,smer Krajský úrad,21.2497596740722,48.7319602966308
324,153,3,False,False,True,Košice - Staré Mesto,Poliklinika Sever,smer Nám. Mar. mieru,21.2509708404541,48.7305488586425
325,153,4,False,False,True,Košice - Sever,Poliklinika Sever,smer Technická univerzita,21.2497596740722,48.7319602966308
326,153,5,False,False,True,Košice - Sever,Poliklinika Sever,smer Krajský úrad,21.2497596740722,48.7319602966308
327,153,6,False,False,True,Košice - Sever,Poliklinika Sever,smer Národné námestie (Tolstého ul.),21.25239,48.73293
328,154,1,False,False,True,Košice - Juh,Poľská,smer Triton,21.2615394592285,48.6996307373046
329,154,2,False,False,True,Košice - Juh,Poľská,smer  Verejný cintorín,21.2615947723388,48.6989784240722
330,155,1,False,False,True,Košice - Staré Mesto,Pošta 2,smer Žel. nemocnica,21.2636909484863,48.7264709472656
331,155,2,False,True,True,Košice - Staré Mesto,Pošta 2,smer Staničné námestie,21.2648391723632,48.7261009216308
332,157,1,False,False,True,Košice - Sever,Pri hati,smer Slovenská,21.25777053833,48.7407684326171
333,157,2,False,False,True,Košice - Sever,Pri hati,konečná,21.2579307556152,48.7405700683593
334,157,3,False,True,True,Košice - Sídlisko Ťahanovce,Pri hati,smer  Mier,21.2586193084716,48.7417411804199
335,157,4,False,True,True,Košice - Džungľa,Pri hati,"smer Džungľa, Tesco",21.2588005065917,48.7415885925292
336,158,1,False,False,True,Košice - Juh,"Pri prachárni, obchodné centrá",smer Železníky,21.2504005432128,48.6991691589355
337,158,2,False,False,True,Košice - Juh,"Pri prachárni, obchodné centrá","smer Alejová, gymnázium",21.2493495941162,48.6983184814453
338,158,3,False,False,True,Košice - Juh,"Pri prachárni, obchodné centrá",smer OC Cassovia,21.2497596740722,48.6989784240722
339,159,1,False,False,True,Košice - Barca,Rašelinové závody,smer Spaľovňa,21.3100891113281,48.6560897827148
340,159,2,False,False,True,Košice - Barca,Rašelinové závody,smer Valaliky,21.3101406097412,48.6562004089355
341,160,1,False,False,True,Košice - Luník IX,"Luník IX, rázcestie",smer Luník VIII,21.2235202789306,48.6996688842773
342,160,2,False,False,True,Košice - Luník IX,"Luník IX, rázcestie",smer Kremnická,21.2221202850341,48.7006912231445
343,162,1,False,False,True,Košice - Poľov,"Poľov, rázcestie",smer Kovaľská,21.207420349121,48.6624298095703
344,162,2,False,False,True,Košice - Poľov,"Poľov, rázcestie",smer od Kovaľskej,21.2069396972656,48.6623802185058
345,162,3,False,False,True,Košice - Poľov,"Poľov, rázcestie",smer od Perešskej  na L. Dvor,21.2074699401855,48.6617202758789
346,162,4,True,False,False,Košice - Poľov,"Poľov, rázcestie",smer L. Dvor,21.2082901000976,48.6625213623046
347,162,5,True,False,False,Košice - Poľov,"Poľov, rázcestie",smer Perešská,21.2084808349609,48.6630096435546
348,162,6,False,False,True,Košice - Poľov,"Poľov, rázcestie",smer od L. Dvora na Pereš,21.2080497741699,48.6624908447265
349,164,1,False,False,True,Košice - Nad jazerom,Rovníková,smer Ladožská,21.2937793731689,48.6801605224609
350,164,2,False,False,True,Košice - Nad jazerom,Rovníková,smer Važecká,21.2948493957519,48.6791305541992
351,164,3,True,False,False,Košice - Nad jazerom,Rovníková,smer Ladožská,21.2937507629394,48.6803894042968
352,164,4,True,False,False,Košice - Nad jazerom,Rovníková,smer Važecká,21.2936992645263,48.6803398132324
353,165,1,False,False,True,Košice - Juh,Rušňové depo,smer od Malej stanice,21.2674808502197,48.7151794433593
354,165,2,False,False,True,Košice - Juh,Rušňové depo,smer Malá stanica,21.2657794952392,48.7131881713867
355,166,1,False,True,True,Košice - Západ,Ružová - OC Galéria,smer Dom umenia,21.2427806854248,48.7140007019042
356,166,2,False,True,True,Košice - Západ,Ružová - OC Galéria,smer Mestský magistrát,21.2403392791748,48.7143287658691
357,167,1,True,False,True,Košice - Juh,Južná trieda č. 125,smer Verejný cintorín,21.2652702331542,48.692268371582
358,167,2,True,False,True,Košice - Juh,Južná trieda č. 125,smer VSS križovatka,21.2651691436767,48.6925315856933
359,168,1,False,False,True,Košice - Vyšné Opátske,Sečovská,smer od Bosákovej,21.2798995971679,48.726390838623
360,168,2,False,False,True,Košice - Dargovských hrdinov,Sečovská,smer Bosákova,21.2789993286132,48.7262802124023
361,169,1,False,False,True,Košice - Juh,Senný trh,smer Rušňové depo,21.2656707763671,48.7174911499023
362,169,2,True,False,True,Košice - Staré Mesto,Senný trh,smer Nám. osloboditeľov,21.2641696929931,48.7187614440917
363,169,3,True,False,False,Košice - Staré Mesto,Senný trh,smer Stan.námestie,21.2644290924072,48.7188415527343
364,169,4,False,False,True,Košice - Juh,Senný trh,smer Nám.osloboditeľov (výlukový),21.2579402923583,48.7208404541015
365,169,5,False,True,True,Košice - Staré Mesto,Senný trh,"smer Jakabov palác,Staničné nám.",21.2650508880615,48.7190208435058
366,83,2,False,False,True,Košice - Košická Nová Ves,Lingov,smer Ul. Sv. Ladislava,21.2924194335937,48.7324790954589
367,170,1,True,False,False,Košice - Barca,Socha Jána Pavla II.,smer Katastrálny úrad,21.2680206298828,48.6879806518554
368,170,2,True,False,False,Košice - Barca,Socha Jána Pavla II.,konečná,21.2682991027832,48.6795005798339
369,170,3,False,False,True,Košice - Barca,Socha Jána Pavla II.,smer Katastrálny úrad,21.2698993682861,48.6752090454101
370,170,4,False,False,True,Košice - Barca,Socha Jána Pavla II.,smer Hečkova,21.2686176300048,48.6790390014648
371,170,5,False,False,True,Košice - Barca,Socha Jána Pavla II.,konečná,21.2685585021972,48.6792678833007
372,171,1,False,False,True,Košice - Luník IX,"Luník IX, sídlisko",smer Luník IX - rázcestie,21.2206897735595,48.6998596191406
373,171,2,False,False,True,Košice - Luník IX,"Luník IX, sídlisko",konečná,21.2206897735595,48.6998596191406
374,172,1,False,False,True,Košice - Juh,"Kasárne, Kulturpark",smer Dom umenia,21.2555694580078,48.7122192382812
375,172,2,False,False,True,Košice - Juh,"Kasárne, Kulturpark",smer Pasteurova,21.2550106048583,48.7131385803222
376,173,1,False,False,True,Košice - Sever,Sládkovičova,smer Krupinská,21.2352790832519,48.7293281555175
377,173,2,False,False,True,Košice - Sever,Sládkovičova,smer Amfiteáter,21.2379703521728,48.7289390563964
378,174,1,False,False,True,Košice - Staré Mesto,Slovenský rozhlas,smer Radnica Starého mesta,21.251760482788,48.723030090332
379,174,2,False,False,True,Košice - Staré Mesto,Slovenský rozhlas,smer Alžbetina,21.2520198822021,48.7217903137207
380,174,3,False,False,True,Košice - Staré Mesto,Slovenský rozhlas,smer Hlavná pošta,21.251760482788,48.7228889465332
381,175,1,False,False,True,Košice - Sever,Slovenská č. 42,smer Pri hati,21.2595500946044,48.7389602661132
382,175,2,False,False,True,Košice - Sever,Slovenská č. 42,smer Svornosti,21.2594394683837,48.7390708923339
383,176,1,False,False,True,Košice - Sídlisko Ťahanovce,Dopravná,smer Magnezitárska,21.2703094482421,48.7462882995605
384,176,2,False,False,True,Košice - Sídlisko Ťahanovce,Dopravná,smer Tesco Džungľa,21.2693004608154,48.7468605041503
385,177,1,False,False,True,Košice - Sídlisko Ťahanovce,Sofijská,smer Belehradská,21.272590637207,48.7517700195312
386,177,2,False,False,True,Košice - Sídlisko Ťahanovce,Sofijská,smer od Belehradskej,21.2721290588378,48.7516708374023
387,178,1,False,False,True,Košice - Západ,Sokolovská,smer Nová nemocnica,21.2303104400634,48.7232398986816
388,178,2,False,False,True,Košice - Západ,Sokolovská,smer od Novej nemocnici,21.2310009002685,48.7230987548828
389,180,1,False,False,True,Košice - Juh,SOŠ automobilová,smer Dom umenia,21.2444705963134,48.7061614990234
390,180,2,False,False,True,Košice - Západ,SOŠ automobilová,smer od Krajského súdu,21.2439098358154,48.7060508728027
391,180,3,True,False,False,Košice - Západ,SOŠ automobilová,smer Idanská,21.2439193725585,48.7057800292968
392,180,4,True,False,False,Košice - Západ,SOŠ automobilová,smer od Idanskej,21.2435493469238,48.7054405212402
393,181,1,False,False,True,Košice - Šaca,Učňovská,"smer Šaca, námestie",21.1726493835449,48.6035690307617
394,181,2,False,False,True,Košice - Šaca,Učňovská,"smer od Šaca, námestie",21.1726207733154,48.6300010681152
395,181,3,False,False,True,Košice - Šaca,Učňovská,"smer Šaca,školy",21.1725997924804,48.6302490234375
396,182,1,False,False,True,Košice - Barca,Spaľovňa,smer Rašelinové závody,21.3128395080566,48.6584091186523
397,240,2,False,False,True,Košice - Kavečany,Budanova,smer Vitalina,21.2140502929687,48.771728515625
398,182,2,False,False,True,Košice - Barca,Spaľovňa,konečná,21.3128604888916,48.6581382751464
399,183,1,True,False,True,Košice - Západ,Spoločenský pavilón,smer Bernolákova,21.2399291992187,48.7067184448242
400,183,2,True,False,False,Košice - Západ,Spoločenský pavilón,smer od Bernolákovej k DPMK,21.2385692596435,48.7064895629882
401,183,3,False,False,True,Košice - Západ,Spoločenský pavilón,smer  SOŠ automobilová,21.2398490905761,48.7065887451171
402,183,4,False,False,True,Košice - Západ,Spoločenský pavilón,smer DPMK,21.2381591796875,48.7061309814453
403,183,5,False,False,True,Košice - Západ,Spoločenský pavilón,smer Bernolákova (výl. Bard.),21.2386207580566,48.7063484191894
404,183,6,True,False,False,Košice - Západ,Spoločenský pavilón,smer SOŠ automobilová,21.2402801513671,48.7064590454101
405,183,7,False,False,True,Košice - Západ,Spoločenský pavilón,smer Bernolákova (výluková Tr.SNP),21.2396793365478,48.7070388793945
406,183,8,True,False,False,Košice - Západ,Spoločenský pavilón,smer od DPMK,21.2390403747558,48.7066993713378
407,184,1,True,False,True,Košice - Juh,Stará nemocnica,smer Astória,21.2612705230712,48.7081718444824
408,184,2,True,False,True,Košice - Juh,Stará nemocnica,smer Ryba,21.2614593505859,48.7076606750488
409,184,3,False,False,True,Košice - Juh,Stará nemocnica,smer Slovenská televízia,21.2583198547363,48.7069702148437
410,184,4,False,False,True,Košice - Juh,Stará nemocnica,smer Železníky,21.2577209472656,48.7062606811523
411,184,5,False,False,True,Košice - Juh,Stará nemocnica,smer Triton,21.2586402893066,48.7061080932617
412,185,1,True,False,True,Košice - Staré Mesto,Radnica Starého mesta,smer od Hlavnej pošty,21.2498703002929,48.7256698608398
413,185,2,True,False,True,Košice - Staré Mesto,Radnica Starého mesta,smer od Amfiteátra,21.2493000030517,48.7266006469726
414,185,3,True,False,True,Košice - Staré Mesto,Radnica Starého mesta,smer Amfiteáter,21.2491092681884,48.7266082763671
415,185,4,True,False,True,Košice - Staré Mesto,Radnica Starého mesta,smer Hlavná pošta,21.2497291564941,48.7252502441406
416,185,5,False,False,True,Košice - Staré Mesto,Radnica Starého mesta,smer Zimná,21.2511596679687,48.7259788513183
417,185,6,False,False,True,Košice - Staré Mesto,Radnica Starého mesta,smer NMM (Bačíkova),21.2519798278808,48.7256202697753
418,185,7,False,False,True,Košice - Staré Mesto,Radnica Starého mesta,smer Slovenský rozhlas,21.2511005401611,48.7255096435546
419,185,8,False,False,True,Košice - Staré Mesto,Radnica Starého mesta,smer Hl.pošta(Kuz.ul.),21.2496356964111,48.7257766723632
420,186,1,False,False,True,Košice - Sídlisko KVP,Starozagorská,smer Sokolovská,21.2154998779296,48.720100402832
421,186,2,False,False,True,Košice - Sídlisko KVP,Starozagorská,smer od Sokolovskej,21.2149696350097,48.7200088500976
422,186,3,False,False,True,Košice - Sídlisko KVP,Starozagorská,konečná,21.2154998779296,48.720100402832
423,187,1,False,False,True,Košice - Šaca,Stavadlo 2 U.S.Steel,smer Plynárne Haniska,21.2140998840332,48.6106796264648
424,187,2,False,False,True,Košice - Šaca,Stavadlo 2 U.S.Steel,smer CPR USS,21.2140598297119,48.6107215881347
425,188,1,False,False,True,Košice - Západ,Stodolova,smer od Luník VIII,21.2340698242187,48.7008781433105
426,188,2,False,False,True,Košice - Západ,Stodolova,smer Luník VIII,21.2338905334472,48.7008209228515
427,188,3,False,False,True,Košice - Západ,Stodolova,smer Pereš (školský spoj),21.233829498291,48.7009887695312
428,189,1,False,False,True,Košice - Sever,Suchá dolina,smer Vyhliadková veža,21.2303791046142,48.7578697204589
429,189,2,False,False,True,Košice - Sever,Suchá dolina,smer Štrbská,21.2302494049072,48.7578582763671
430,190,1,False,False,True,Košice - Sever,Suchodolinská,smer Čermeľ,21.2364406585693,48.7457389831542
431,190,2,False,False,True,Košice - Sever,Suchodolinská,smer Letecká,21.2359790802001,48.7461013793945
432,191,1,False,False,True,Košice - Sever,Svornosti,smer Pri hati,21.2613296508789,48.7333984375
433,191,2,False,False,True,Košice - Sever,Svornosti,smer Alvinczyho,21.261339187622,48.7331314086914
434,192,1,True,False,False,Košice - Sever,Havlíčkova,smer Krajský úrad,21.2451190948486,48.7387199401855
435,192,2,False,False,True,Košice - Sever,Havlíčkova,smer Letecká,21.2452697753906,48.7388191223144
436,192,3,False,False,True,Košice - Sever,Havlíčkova,smer Krajský úrad,21.2450294494628,48.7386207580566
437,192,4,False,False,True,Košice - Sever,Havlíčkova,smer Polianska,21.2459297180175,48.7392196655273
438,192,5,True,False,False,Košice - Sever,Havlíčkova,konečná,21.2452201843261,48.7387084960937
439,192,6,False,False,True,Košice - Sever,Havlíčkova,konečná,21.2447490692138,48.7386283874511
440,192,7,True,False,False,Košice - Sever,Havlíčkova,slučka,21.2458705902099,48.7399139404296
441,194,1,False,False,True,Košice - Vyšné Opátske,Králičia,smer BPMK,21.2802600860595,48.7024993896484
442,194,2,False,False,True,Košice - Vyšné Opátske,Králičia,smer Tepláreň,21.2800998687744,48.7017097473144
443,196,1,False,False,True,Košice - Sever,Štrbská,smer Suchá dolina,21.2393207550048,48.7521705627441
444,196,2,False,False,True,Košice - Sever,Štrbská,smer Mengusovská,21.2391891479492,48.7521514892578
445,197,1,True,False,False,Košice - Sever,Technická univerzita,smer Botanická záhrada,21.2441692352294,48.7306594848632
446,197,2,True,False,False,Košice - Sever,Technická univerzita,smer Zimná,21.2449703216552,48.7300186157226
447,197,3,False,False,True,Košice - Staré Mesto,Technická univerzita,smer od amfiteátra,21.2441501617431,48.7294082641601
448,197,4,False,False,True,Košice - Sever,Technická univerzita,smer Amfiteáter,21.2444591522216,48.7296600341796
449,197,5,False,False,True,Košice - Sever,Technická univerzita,smer od Botanickej záhrady,21.2445907592773,48.7302017211914
450,197,6,False,False,True,Košice - Sever,Technická univerzita,smer Botanická záhrada,21.2439193725585,48.7308807373046
451,198,1,False,False,True,Košice - Juh,Tepláreň,smer Bukovecká,21.2800903320312,48.697940826416
452,198,2,False,False,True,Košice - Nad jazerom,Tepláreň,smer Králičia,21.2803993225097,48.6986007690429
453,198,3,False,False,True,Košice - Nad jazerom,Tepláreň,smer Dneperská (l.54),21.2808609008789,48.6972198486328
454,199,1,False,False,True,Košice - Barca,Teplého,"smer Barca, kultúrny dom",21.2615890502929,48.6825714111328
455,199,2,False,False,True,Košice - Barca,Teplého,"smer Barca, základná škola",21.261489868164,48.682689666748
456,200,1,False,True,True,Košice - Dargovských hrdinov,Priemyselná,smer Vo výmoli,21.2774906158447,48.7287483215332
457,200,2,False,False,True,Košice - Staré Mesto,Priemyselná,smer Bosákova,21.2771091461181,48.7282905578613
458,83,3,False,False,True,Košice - Košická Nová Ves,Lingov,smer od Ul. Sv. Ladislava,21.2913608551025,48.7324790954589
459,201,1,False,False,True,Košice - Západ,Trebišovská,smer Žilinská,21.2314205169677,48.7031593322753
460,201,2,False,False,True,Košice - Západ,Trebišovská,smer od Žilinskej,21.231740951538,48.702709197998
461,202,1,False,False,True,Košice - Juh,Triton,smer Stará nemocnica,21.2611694335937,48.7015495300292
462,202,2,False,False,True,Košice - Juh,Triton,smer Verejný cintorín,21.2611503601074,48.7013092041015
463,203,1,False,False,True,Košice - Staré Mesto,"Alžbetina, Rek.UPJŠ",smer Slovenský rozhlas,21.2525596618652,48.7197685241699
464,203,2,False,False,True,Košice - Staré Mesto,"Alžbetina, Rek.UPJŠ",smer Dom umenia,21.2527198791503,48.7188682556152
465,204,1,False,False,True,Košice - Vyšné Opátske,V úvoze,smer ŠpTP,21.2838306427001,48.7028884887695
466,204,2,False,False,True,Košice - Vyšné Opátske,V úvoze,smer Vyšné Opátske,21.2832794189453,48.7034683227539
467,205,1,True,False,False,Košice - Šaca,Valcovne U. S. Steel,smer Ludvíkov Dvor,21.1941204071044,48.632511138916
468,205,2,True,False,False,Košice - Šaca,Valcovne U. S. Steel,smer VA USS,21.194709777832,48.6329689025878
469,205,3,False,False,True,Košice - Šaca,Valcovne U. S. Steel,smer Poľov,21.1947402954101,48.6332511901855
470,205,4,False,False,True,Košice - Šaca,Valcovne U. S. Steel,smer Sídl. KVP,21.194839477539,48.6333694458007
471,205,5,False,False,True,Košice - Šaca,Valcovne U. S. Steel,smer Ťahanovce,21.194969177246,48.6335411071777
472,205,6,False,False,True,Košice - Šaca,Valcovne U. S. Steel,smer Darg. hrdinov,21.195119857788,48.6336402893066
473,205,7,False,False,True,Košice - Šaca,Valcovne U. S. Steel,smer Šaca - SOU,21.194049835205,48.6330986022949
474,206,1,False,False,True,Košice - Vyšné Opátske,Viničná,smer Gymnázium Opatovská,21.2788391113281,48.7115402221679
475,206,2,False,False,True,Košice - Vyšné Opátske,Viničná,smer od Gymnázia Opatovská,21.2785892486572,48.7111892700195
476,207,1,False,False,True,Košice - Kavečany,Vitalina,smer Vyhliadková veža,21.2219696044921,48.7669296264648
477,207,2,False,False,True,Košice - Kavečany,Vitalina,smer Budanová,21.2219905853271,48.7675285339355
478,208,1,False,False,True,Košice - Staré Mesto,Vo výmoli,smer Priemyselná,21.2761096954345,48.7325401306152
479,208,2,False,True,True,Košice - Dargovských hrdinov,Vo výmoli,smer Pod Furčou,21.2763004302978,48.732738494873
480,209,1,False,False,True,Košice - Sever,Vodárenská,smer  Mier,21.249059677124,48.7411804199218
481,209,2,False,False,True,Košice - Sever,Vodárenská,smer od  Mier,21.2489795684814,48.7413215637207
482,210,1,False,True,True,Košice - Staré Mesto,Vodná,smer Mlynská bašta,21.2603397369384,48.7249412536621
483,210,2,False,True,True,Košice - Staré Mesto,Vodná,smer Jakabov palác,21.2603893280029,48.724739074707
484,211,1,False,False,True,Košice - Pereš,"Pereš, vodojem",,21.2255191802978,48.6893615722656
485,212,1,False,False,True,Košice - Šaca,Vrátnica 4 U.S.Steel,smer Podjazdy Haniska,21.2179508209228,48.6297607421875
486,212,2,False,False,True,Košice - Šaca,Vrátnica 4 U.S.Steel,smer Ludvíkov Dvor,21.2175502777099,48.6302490234375
487,213,1,True,False,False,Košice - Juh,Katastrálny úrad,smer VSS križovatka,21.2677993774414,48.6828002929687
488,213,2,True,False,False,Košice - Juh,Katastrálny úrad,smer Socha Jána Pavla II,21.2678203582763,48.6825103759765
489,241,1,False,False,True,Košice - Juh,Pri prachárni,smer Obchodné centrum,21.2445201873779,48.6937408447265
490,213,3,False,False,True,Košice - Juh,Katastrálny úrad,smer VSS križovatka,21.2681999206542,48.6818809509277
491,213,4,False,False,True,Košice - Juh,Katastrálny úrad,smer Socha Jána Pavla II,21.2672500610351,48.6838493347167
492,214,1,True,False,False,Košice - Juh,"VSS, križovatka",smer od Levočskej k Južnej tr. 125,21.2659664154052,48.6893806457519
493,214,2,True,False,False,Košice - Juh,"VSS, križovatka",smer od Levočskej k Autocampingu,21.2645072937011,48.6887168884277
494,214,3,True,False,False,Košice - Juh,"VSS, križovatka",smer od Katastrálneho úrad,21.266300201416,48.6882209777832
495,214,4,True,False,False,Košice - Juh,"VSS, križovatka",smer Levočská,21.2673282623291,48.6889038085937
496,214,5,True,False,False,Košice - Juh,"VSS, križovatka",smer Katastrálny úrad,21.2663402557373,48.687889099121
497,214,6,False,False,True,Košice - Juh,"VSS, križovatka",smer od Levočskej,21.266014099121,48.6898803710937
498,214,7,False,False,True,Košice - Juh,"VSS, križovatka",smer od Katastrálneho úradu,21.2666397094726,48.687629699707
499,214,8,False,False,True,Košice - Juh,"VSS, križovatka",smer Levočská,21.2674102783203,48.6886711120605
500,214,9,False,False,True,Košice - Juh,"VSS, križovatka",smer Katastrálny úrad,21.2661094665527,48.6880989074707
501,214,10,True,False,False,Košice - Juh,"VSS, križovatka","smer VSS,križ.,výluková",21.2636852264404,48.6886177062988
502,214,11,True,False,False,Košice - Juh,"VSS, križovatka","smer Autocamping.,výluková",21.2635898590087,48.6886138916015
503,215,1,True,False,False,Košice - Šaca,Vstup. areál USS,vľavo 2 (smer Zimná),21.1921997070312,48.6226501464843
504,215,2,True,False,False,Košice - Šaca,Vstup. areál USS,vľavo 1 (smer Stará radnica),21.1907901763916,48.622760772705
